country_code,groupType,group,Year,n_obs,Optimism_better,Optimism_same,Optimism_worse,Optimism_DKNR,Econ_better,Econ_same,Econ_worse,Econ_DKNR,Happiness_better,Happiness_same,Happiness_worse,Happiness_DKNR,OptimismScore,EconScore,HappinessScore,code
Saudi Arabia,Income,Medium high (Fourth quintile/20%),2011,64,75,7.8125,14.0625,3.125,53.125,15.625,31.25,0,71.875,14.0625,14.0625,0,60.9375,21.875,57.8125,SAU
Saudi Arabia,Income,Medium high (Fourth quintile/20%),2013,55,70.90909091,14.54545455,12.72727273,1.818181818,49.09090909,20,29.09090909,1.818181818,67.27272727,21.81818182,9.090909091,1.818181818,58.18181818,20,58.18181818,SAU
Saudi Arabia,Income,Medium low (Second quintile/20%),2011,96,73.95833333,9.375,16.66666667,0,45.83333333,18.75,33.33333333,2.083333333,69.79166667,17.70833333,12.5,0,57.29166667,12.5,57.29166667,SAU
Saudi Arabia,Income,Medium low (Second quintile/20%),2013,180,73.88888889,10.55555556,13.33333333,2.222222222,57.77777778,17.22222222,21.11111111,3.888888889,82.77777778,12.22222222,4.444444444,0.555555556,60.55555556,36.66666667,78.33333333,SAU
Saudi Arabia,Income,Refused/Don't know/no answer,2011,101,71.28712871,10.89108911,12.87128713,4.95049505,43.56435644,25.74257426,24.75247525,5.940594059,62.37623762,28.71287129,8.910891089,0,58.41584158,18.81188119,53.46534653,SAU
Saudi Arabia,Income,Refused/Don't know/no answer,2013,103,74.75728155,12.62135922,4.854368932,7.766990291,59.22330097,11.65048544,12.62135922,16.50485437,84.46601942,13.59223301,0.970873786,0.970873786,69.90291262,46.60194175,83.49514563,SAU
Serbia,Income,High (Top quintile/20%),2011,58,15.51724138,36.20689655,37.93103448,10.34482759,12.06896552,37.93103448,48.27586207,1.724137931,53.44827586,41.37931034,3.448275862,1.724137931,-22.4137931,-36.20689655,50,SRB
Serbia,Income,High (Top quintile/20%),2013,17,23.52941176,29.41176471,41.17647059,5.882352941,11.76470588,23.52941176,64.70588235,0,23.52941176,58.82352941,17.64705882,0,-17.64705882,-52.94117647,5.882352941,SRB
Serbia,Income,High (Top quintile/20%),2016,162,32.09876543,37.65432099,28.39506173,1.851851852,22.83950617,32.09876543,41.97530864,3.086419753,59.87654321,35.18518519,4.938271605,0,3.703703704,-19.13580247,54.9382716,SRB
Serbia,Income,Low  (Bottom quintile/20%),2011,158,10.75949367,23.41772152,56.96202532,8.860759494,9.493670886,23.41772152,61.39240506,5.696202532,13.92405063,51.26582278,31.64556962,3.164556962,-46.20253165,-51.89873418,-17.72151899,SRB
Serbia,Income,Low  (Bottom quintile/20%),2013,66,16.66666667,28.78787879,50,4.545454545,12.12121212,27.27272727,57.57575758,3.03030303,50,39.39393939,10.60606061,0,-33.33333333,-45.45454545,39.39393939,SRB
Serbia,Income,Low  (Bottom quintile/20%),2016,32,28.125,37.5,28.125,6.25,28.125,40.625,31.25,0,18.75,56.25,25,0,0,-3.125,-6.25,SRB
Serbia,Income,Medium (Third quintile/20%),2011,244,20.90163934,30.73770492,38.93442623,9.426229508,9.836065574,28.27868852,52.45901639,9.426229508,37.70491803,44.67213115,12.29508197,5.327868852,-18.03278689,-42.62295082,25.40983607,SRB
Serbia,Income,Medium (Third quintile/20%),2013,190,21.57894737,36.31578947,40.52631579,1.578947368,13.68421053,27.89473684,57.36842105,1.052631579,47.89473684,45.78947368,5.263157895,1.052631579,-18.94736842,-43.68421053,42.63157895,SRB
Serbia,Income,Medium (Third quintile/20%),2016,190,25.78947368,40,33.68421053,0.526315789,18.94736842,37.89473684,41.57894737,1.578947368,48.94736842,35.78947368,15.26315789,0,-7.894736842,-22.63157895,33.68421053,SRB
Serbia,Income,Medium high (Fourth quintile/20%),2011,73,24.65753425,32.87671233,35.61643836,6.849315068,15.06849315,26.02739726,53.42465753,5.479452055,47.94520548,39.7260274,9.589041096,2.739726027,-10.95890411,-38.35616438,38.35616438,SRB
Serbia,Income,Medium high (Fourth quintile/20%),2013,28,21.42857143,50,28.57142857,0,7.142857143,42.85714286,50,0,57.14285714,35.71428571,7.142857143,0,-7.142857143,-42.85714286,50,SRB
Serbia,Income,Medium high (Fourth quintile/20%),2016,135,24.44444444,37.77777778,34.07407407,3.703703704,16.2962963,31.85185185,49.62962963,2.222222222,45.18518519,45.92592593,8.888888889,0,-9.62962963,-33.33333333,36.2962963,SRB
Serbia,Income,Medium low (Second quintile/20%),2011,270,15.18518519,30,45.92592593,8.888888889,10.74074074,21.85185185,59.25925926,8.148148148,24.81481481,54.44444444,16.66666667,4.074074074,-30.74074074,-48.51851852,8.148148148,SRB
Serbia,Income,Medium low (Second quintile/20%),2013,312,19.87179487,33.33333333,46.15384615,0.641025641,12.82051282,31.08974359,54.48717949,1.602564103,37.82051282,47.43589744,13.14102564,1.602564103,-26.28205128,-41.66666667,24.67948718,SRB
Serbia,Income,Medium low (Second quintile/20%),2016,166,30.72289157,33.13253012,34.93975904,1.204819277,27.10843373,30.72289157,39.15662651,3.012048193,39.15662651,45.78313253,15.06024096,0,-4.21686747,-12.04819277,24.09638554,SRB
Serbia,Income,Refused/Don't know/no answer,2011,234,12.39316239,25.21367521,52.56410256,9.829059829,10.25641026,25.64102564,54.27350427,9.829059829,33.76068376,43.58974359,16.66666667,5.982905983,-40.17094017,-44.01709402,17.09401709,SRB
Serbia,Income,Refused/Don't know/no answer,2013,451,27.93791574,32.37250554,37.47228381,2.2172949,15.74279379,29.93348115,51.66297118,2.66075388,46.11973392,43.68070953,7.760532151,2.43902439,-9.534368071,-35.92017738,38.35920177,SRB
Serbia,Income,Refused/Don't know/no answer,2016,318,33.96226415,38.05031447,25.78616352,2.201257862,26.10062893,40.25157233,29.87421384,3.773584906,53.4591195,40.56603774,5.34591195,0.628930818,8.176100629,-3.773584906,48.11320755,SRB
Slovenia,Income,High (Top quintile/20%),2016,178,38.20224719,46.62921348,12.92134831,2.247191011,44.94382022,33.70786517,18.53932584,2.808988764,77.52808989,20.78651685,1.685393258,0,25.28089888,26.40449438,75.84269663,SVN
Slovenia,Income,Low  (Bottom quintile/20%),2016,148,46.62162162,27.02702703,22.97297297,3.378378378,35.81081081,39.86486486,20.94594595,3.378378378,51.35135135,35.81081081,12.83783784,0,23.64864865,14.86486486,38.51351351,SVN
Slovenia,Income,Medium (Third quintile/20%),2016,179,29.05027933,46.9273743,20.67039106,3.351955307,26.25698324,43.57541899,26.81564246,3.351955307,58.10055866,36.87150838,5.027932961,0,8.379888268,-0.558659218,53.0726257,SVN
Slovenia,Income,Medium high (Fourth quintile/20%),2016,180,30.55555556,45,16.66666667,7.777777778,34.44444444,42.22222222,17.77777778,5.555555556,61.66666667,33.88888889,4.444444444,0,13.88888889,16.66666667,57.22222222,SVN
Slovenia,Income,Medium low (Second quintile/20%),2016,185,23.24324324,40,31.89189189,4.864864865,23.78378378,38.91891892,32.97297297,4.324324324,45.94594595,44.86486486,9.189189189,0,-8.648648649,-9.189189189,36.75675676,SVN
Slovenia,Income,Refused/Don't know/no answer,2016,143,30.76923077,48.25174825,12.58741259,8.391608392,27.27272727,44.75524476,23.77622378,4.195804196,53.14685315,39.86013986,5.594405594,1.398601399,18.18181818,3.496503497,47.55244755,SVN
South Africa,Income,High (Top quintile/20%),2011,9,44.44444444,33.33333333,22.22222222,0,22.22222222,66.66666667,11.11111111,0,77.77777778,22.22222222,0,0,22.22222222,11.11111111,77.77777778,ZAF
South Africa,Income,High (Top quintile/20%),2013,89,47.19101124,21.34831461,24.71910112,6.741573034,20.2247191,35.95505618,41.57303371,2.247191011,80.8988764,6.741573034,11.23595506,1.123595506,22.47191011,-21.34831461,69.66292135,ZAF
South Africa,Income,High (Top quintile/20%),2016,43,67.44186047,13.95348837,11.62790698,6.976744186,48.8372093,18.60465116,23.25581395,9.302325581,60.46511628,11.62790698,27.90697674,0,55.81395349,25.58139535,32.55813953,ZAF
South Africa,Income,Low  (Bottom quintile/20%),2011,45,37.77777778,28.88888889,33.33333333,0,24.44444444,26.66666667,48.88888889,0,37.77777778,28.88888889,33.33333333,0,4.444444444,-24.44444444,4.444444444,ZAF
South Africa,Income,Low  (Bottom quintile/20%),2013,78,52.56410256,28.20512821,14.1025641,5.128205128,30.76923077,44.87179487,21.79487179,2.564102564,65.38461538,7.692307692,26.92307692,0,38.46153846,8.974358974,38.46153846,ZAF
South Africa,Income,Low  (Bottom quintile/20%),2016,494,58.50202429,12.34817814,19.23076923,9.91902834,30.56680162,15.18218623,42.30769231,11.94331984,47.36842105,22.06477733,28.54251012,2.024291498,39.27125506,-11.74089069,18.82591093,ZAF
South Africa,Income,Medium (Third quintile/20%),2011,47,53.19148936,27.65957447,17.0212766,2.127659574,25.53191489,38.29787234,34.04255319,2.127659574,74.46808511,4.255319149,17.0212766,4.255319149,36.17021277,-8.510638298,57.44680851,ZAF
South Africa,Income,Medium (Third quintile/20%),2013,65,52.30769231,21.53846154,21.53846154,4.615384615,20,47.69230769,29.23076923,3.076923077,78.46153846,7.692307692,13.84615385,0,30.76923077,-9.230769231,64.61538462,ZAF
South Africa,Income,Medium (Third quintile/20%),2016,433,54.73441109,13.85681293,24.7113164,6.697459584,25.86605081,21.93995381,46.18937644,6.004618938,64.66512702,21.24711316,12.9330254,1.154734411,30.02309469,-20.32332564,51.73210162,ZAF
South Africa,Income,Medium high (Fourth quintile/20%),2011,35,31.42857143,42.85714286,22.85714286,2.857142857,20,14.28571429,65.71428571,0,74.28571429,14.28571429,8.571428571,2.857142857,8.571428571,-45.71428571,65.71428571,ZAF
South Africa,Income,Medium high (Fourth quintile/20%),2013,68,39.70588235,23.52941176,32.35294118,4.411764706,14.70588235,47.05882353,33.82352941,4.411764706,72.05882353,8.823529412,19.11764706,0,7.352941176,-19.11764706,52.94117647,ZAF
South Africa,Income,Medium high (Fourth quintile/20%),2016,87,59.77011494,12.64367816,25.28735632,2.298850575,27.5862069,28.73563218,39.08045977,4.597701149,70.11494253,12.64367816,17.24137931,0,34.48275862,-11.49425287,52.87356322,ZAF
South Africa,Income,Medium low (Second quintile/20%),2011,54,42.59259259,29.62962963,27.77777778,0,14.81481481,33.33333333,51.85185185,0,40.74074074,22.22222222,35.18518519,1.851851852,14.81481481,-37.03703704,5.555555556,ZAF
South Africa,Income,Medium low (Second quintile/20%),2013,69,52.17391304,18.84057971,23.1884058,5.797101449,21.73913043,43.47826087,30.43478261,4.347826087,66.66666667,11.5942029,20.28985507,1.449275362,28.98550725,-8.695652174,46.37681159,ZAF
South Africa,Income,Medium low (Second quintile/20%),2016,453,54.30463576,15.45253863,22.07505519,8.167770419,28.25607064,20.52980132,45.03311258,6.181015453,54.96688742,26.93156733,15.67328918,2.428256071,32.22958057,-16.77704194,39.29359823,ZAF
South Africa,Income,Refused/Don't know/no answer,2011,10,30,30,40,0,30,20,50,0,70,30,0,0,-10,-20,70,ZAF
South Africa,Income,Refused/Don't know/no answer,2013,133,50.37593985,22.55639098,21.80451128,5.263157895,28.57142857,35.33834586,31.57894737,4.511278195,63.90977444,6.015037594,30.07518797,0,28.57142857,-3.007518797,33.83458647,ZAF
South Africa,Income,Refused/Don't know/no answer,2016,135,51.11111111,12.59259259,20,16.2962963,27.40740741,17.77777778,40,14.81481481,52.59259259,26.66666667,14.81481481,5.925925926,31.11111111,-12.59259259,37.77777778,ZAF
South Sudan,Income,High (Top quintile/20%),2011,9,55.55555556,11.11111111,33.33333333,0,55.55555556,33.33333333,11.11111111,0,55.55555556,22.22222222,22.22222222,0,22.22222222,44.44444444,33.33333333,SDS
South Sudan,Income,Low  (Bottom quintile/20%),2011,404,57.92079208,10.89108911,6.930693069,24.25742574,56.93069307,13.36633663,8.910891089,20.79207921,61.13861386,19.8019802,17.32673267,1.732673267,50.99009901,48.01980198,43.81188119,SDS
South Sudan,Income,Medium (Third quintile/20%),2011,120,63.33333333,17.5,7.5,11.66666667,55.83333333,20.83333333,10.83333333,12.5,66.66666667,17.5,15,0.833333333,55.83333333,45,51.66666667,SDS
South Sudan,Income,Medium high (Fourth quintile/20%),2011,9,88.88888889,11.11111111,0,0,66.66666667,0,33.33333333,0,66.66666667,11.11111111,22.22222222,0,88.88888889,33.33333333,44.44444444,SDS
South Sudan,Income,Medium low (Second quintile/20%),2011,186,62.90322581,17.20430108,8.064516129,11.82795699,63.44086022,12.90322581,9.677419355,13.97849462,64.51612903,17.74193548,17.20430108,0.537634409,54.83870968,53.76344086,47.31182796,SDS
South Sudan,Income,Refused/Don't know/no answer,2011,292,48.28767123,15.75342466,1.369863014,34.5890411,42.46575342,17.46575342,5.821917808,34.24657534,59.24657534,26.36986301,11.64383562,2.739726027,46.91780822,36.64383562,47.60273973,SDS
Spain,Income,High (Top quintile/20%),2011,76,21.05263158,35.52631579,43.42105263,0,9.210526316,22.36842105,65.78947368,2.631578947,86.84210526,9.210526316,3.947368421,0,-22.36842105,-56.57894737,82.89473684,ESP
Spain,Income,High (Top quintile/20%),2013,105,41.9047619,35.23809524,20.95238095,1.904761905,15.23809524,32.38095238,50.47619048,1.904761905,68.57142857,21.9047619,5.714285714,3.80952381,20.95238095,-35.23809524,62.85714286,ESP
Spain,Income,High (Top quintile/20%),2016,22,77.27272727,18.18181818,4.545454545,0,72.72727273,18.18181818,9.090909091,0,95.45454545,0,4.545454545,0,72.72727273,63.63636364,90.90909091,ESP
Spain,Income,Low  (Bottom quintile/20%),2011,173,23.12138728,31.21387283,40.46242775,5.202312139,10.40462428,20.23121387,67.05202312,2.312138728,54.9132948,19.07514451,26.01156069,0,-17.34104046,-56.64739884,28.9017341,ESP
Spain,Income,Low  (Bottom quintile/20%),2013,145,21.37931034,33.79310345,40,4.827586207,8.965517241,28.27586207,60,2.75862069,28.96551724,33.10344828,33.10344828,4.827586207,-18.62068966,-51.03448276,-4.137931034,ESP
Spain,Income,Low  (Bottom quintile/20%),2016,193,31.60621762,36.26943005,26.94300518,5.18134715,20.7253886,31.0880829,45.07772021,3.10880829,35.23316062,38.34196891,25.38860104,1.03626943,4.663212435,-24.35233161,9.844559585,ESP
Spain,Income,Medium (Third quintile/20%),2011,198,22.72727273,36.36363636,37.37373737,3.535353535,12.12121212,33.83838384,51.51515152,2.525252525,72.72727273,18.68686869,8.585858586,0,-14.64646465,-39.39393939,64.14141414,ESP
Spain,Income,Medium (Third quintile/20%),2013,151,33.11258278,46.35761589,19.86754967,0.662251656,13.24503311,37.08609272,48.34437086,1.324503311,50.33112583,31.12582781,16.55629139,1.986754967,13.24503311,-35.09933775,33.77483444,ESP
Spain,Income,Medium (Third quintile/20%),2016,400,41,37.75,21,0.25,29.25,35,34.5,1.25,67.75,26.75,4.75,0.75,20,-5.25,63,ESP
Spain,Income,Medium high (Fourth quintile/20%),2011,94,11.70212766,38.29787234,48.93617021,1.063829787,8.510638298,26.59574468,63.82978723,1.063829787,82.9787234,10.63829787,6.382978723,0,-37.23404255,-55.31914894,76.59574468,ESP
Spain,Income,Medium high (Fourth quintile/20%),2013,178,36.51685393,36.51685393,25.28089888,1.685393258,17.41573034,37.07865169,44.94382022,0.561797753,62.35955056,26.40449438,10.11235955,1.123595506,11.23595506,-27.52808989,52.24719101,ESP
Spain,Income,Medium high (Fourth quintile/20%),2016,131,54.19847328,29.00763359,16.03053435,0.763358779,41.22137405,29.77099237,28.24427481,0.763358779,78.6259542,14.50381679,6.870229008,0,38.16793893,12.97709924,71.75572519,ESP
Spain,Income,Medium low (Second quintile/20%),2011,234,22.22222222,35.04273504,40.17094017,2.564102564,16.23931624,23.93162393,56.83760684,2.991452991,60.25641026,20.51282051,19.23076923,0,-17.94871795,-40.5982906,41.02564103,ESP
Spain,Income,Medium low (Second quintile/20%),2013,193,29.53367876,39.89637306,28.49740933,2.07253886,10.88082902,37.8238342,49.22279793,2.07253886,43.00518135,38.86010363,14.50777202,3.626943005,1.03626943,-38.34196891,28.49740933,ESP
Spain,Income,Medium low (Second quintile/20%),2016,243,32.09876543,41.15226337,24.69135802,2.057613169,18.10699588,37.03703704,42.79835391,2.057613169,50.61728395,40.32921811,8.641975309,0.411522634,7.407407407,-24.69135802,41.97530864,ESP
Spain,Income,Refused/Don't know/no answer,2011,371,21.29380054,33.42318059,39.35309973,5.929919137,9.703504043,33.15363881,52.02156334,5.121293801,66.30727763,19.94609164,11.5902965,2.156334232,-18.05929919,-42.3180593,54.71698113,ESP
Spain,Income,Refused/Don't know/no answer,2013,266,31.20300752,38.72180451,25.56390977,4.511278195,15.03759398,38.72180451,40.97744361,5.263157895,54.13533835,25.56390977,11.27819549,9.022556391,5.639097744,-25.93984962,42.85714286,ESP
Spain,Income,Refused/Don't know/no answer,2016,24,25,29.16666667,12.5,33.33333333,4.166666667,29.16666667,29.16666667,37.5,33.33333333,16.66666667,20.83333333,29.16666667,12.5,-25,12.5,ESP
Sudan,Income,Low  (Bottom quintile/20%),2013,323,40.86687307,18.26625387,10.21671827,30.6501548,40.55727554,17.3374613,18.26625387,23.83900929,52.0123839,13.93188854,32.50773994,1.547987616,30.6501548,22.29102167,19.50464396,SDN
Sudan,Income,Medium (Third quintile/20%),2013,81,53.08641975,24.69135802,12.34567901,9.87654321,53.08641975,24.69135802,17.28395062,4.938271605,48.14814815,30.86419753,20.98765432,0,40.74074074,35.80246914,27.16049383,SDN
Sudan,Income,Medium high (Fourth quintile/20%),2013,33,57.57575758,15.15151515,18.18181818,9.090909091,60.60606061,6.060606061,24.24242424,9.090909091,63.63636364,12.12121212,24.24242424,0,39.39393939,36.36363636,39.39393939,SDN
Sudan,Income,Medium low (Second quintile/20%),2013,149,54.36241611,14.09395973,12.75167785,18.79194631,54.36241611,13.42281879,18.12080537,14.09395973,57.71812081,15.43624161,26.17449664,0.67114094,41.61073826,36.24161074,31.54362416,SDN
Sudan,Income,Refused/Don't know/no answer,2013,13,61.53846154,7.692307692,7.692307692,23.07692308,61.53846154,15.38461538,7.692307692,15.38461538,30.76923077,23.07692308,46.15384615,0,53.84615385,53.84615385,-15.38461538,SDN
Sweden,Income,High (Top quintile/20%),2011,107,44.85981308,42.99065421,12.14953271,0,9.345794393,58.87850467,31.77570093,0,73.8317757,25.23364486,0,0.934579439,32.71028037,-22.42990654,73.8317757,SWE
Sweden,Income,High (Top quintile/20%),2013,248,55.64516129,35.48387097,7.258064516,1.612903226,17.74193548,64.91935484,16.12903226,1.209677419,69.75806452,26.61290323,2.822580645,0.806451613,48.38709677,1.612903226,66.93548387,SWE
Sweden,Income,High (Top quintile/20%),2016,199,55.77889447,33.66834171,9.547738693,1.005025126,9.045226131,70.85427136,20.10050251,0,70.35175879,27.13567839,2.512562814,0,46.23115578,-11.05527638,67.83919598,SWE
Sweden,Income,Low  (Bottom quintile/20%),2011,16,68.75,25,6.25,0,31.25,37.5,31.25,0,50,37.5,12.5,0,62.5,0,37.5,SWE
Sweden,Income,Low  (Bottom quintile/20%),2013,43,58.13953488,18.60465116,13.95348837,9.302325581,13.95348837,62.79069767,20.93023256,2.325581395,51.1627907,25.58139535,23.25581395,0,44.18604651,-6.976744186,27.90697674,SWE
Sweden,Income,Low  (Bottom quintile/20%),2016,45,55.55555556,26.66666667,11.11111111,6.666666667,20,60,15.55555556,4.444444444,53.33333333,31.11111111,15.55555556,0,44.44444444,4.444444444,37.77777778,SWE
Sweden,Income,Medium (Third quintile/20%),2011,155,48.38709677,38.06451613,12.25806452,1.290322581,5.161290323,60.64516129,32.25806452,1.935483871,50.96774194,40,7.096774194,1.935483871,36.12903226,-27.09677419,43.87096774,SWE
Sweden,Income,Medium (Third quintile/20%),2013,269,42.75092937,41.63568773,13.38289963,2.230483271,9.293680297,69.88847584,19.70260223,1.115241636,59.10780669,34.94423792,4.832713755,1.115241636,29.36802974,-10.40892193,54.27509294,SWE
Sweden,Income,Medium (Third quintile/20%),2016,283,48.40989399,38.16254417,11.30742049,2.120141343,11.30742049,62.19081272,24.38162544,2.120141343,60.42402827,32.86219081,6.007067138,0.706713781,37.1024735,-13.07420495,54.41696113,SWE
Sweden,Income,Medium high (Fourth quintile/20%),2011,132,43.18181818,37.87878788,17.42424242,1.515151515,4.545454545,60.60606061,34.84848485,0,65.15151515,33.33333333,0.757575758,0.757575758,25.75757576,-30.3030303,64.39393939,SWE
Sweden,Income,Medium high (Fourth quintile/20%),2013,236,44.49152542,40.6779661,12.71186441,2.118644068,10.59322034,72.45762712,14.83050847,2.118644068,57.20338983,35.16949153,6.779661017,0.847457627,31.77966102,-4.237288136,50.42372881,SWE
Sweden,Income,Medium high (Fourth quintile/20%),2016,218,49.08256881,41.28440367,9.174311927,0.458715596,6.880733945,72.01834862,20.18348624,0.917431193,67.43119266,26.60550459,5.04587156,0.917431193,39.90825688,-13.30275229,62.3853211,SWE
Sweden,Income,Medium low (Second quintile/20%),2011,58,39.65517241,36.20689655,22.4137931,1.724137931,13.79310345,43.10344828,41.37931034,1.724137931,41.37931034,48.27586207,6.896551724,3.448275862,17.24137931,-27.5862069,34.48275862,SWE
Sweden,Income,Medium low (Second quintile/20%),2013,129,31.78294574,34.88372093,26.35658915,6.976744186,6.201550388,58.13953488,33.33333333,2.325581395,39.53488372,47.28682171,11.62790698,1.550387597,5.426356589,-27.13178295,27.90697674,SWE
Sweden,Income,Medium low (Second quintile/20%),2016,158,43.67088608,36.70886076,10.12658228,9.493670886,10.12658228,54.43037975,31.01265823,4.430379747,44.93670886,41.7721519,10.75949367,2.53164557,33.5443038,-20.88607595,34.17721519,SWE
Sweden,Income,Refused/Don't know/no answer,2011,33,27.27272727,54.54545455,15.15151515,3.03030303,0,57.57575758,33.33333333,9.090909091,42.42424242,45.45454545,9.090909091,3.03030303,12.12121212,-33.33333333,33.33333333,SWE
Sweden,Income,Refused/Don't know/no answer,2013,75,45.33333333,40,9.333333333,5.333333333,10.66666667,56,28,5.333333333,64,33.33333333,2.666666667,0,36,-17.33333333,61.33333333,SWE
Sweden,Income,Refused/Don't know/no answer,2016,131,43.51145038,41.22137405,6.106870229,9.160305344,8.396946565,56.48854962,24.42748092,10.6870229,50.38167939,40.45801527,4.580152672,4.580152672,37.40458015,-16.03053435,45.80152672,SWE
Switzerland,Income,High (Top quintile/20%),2011,45,46.66666667,44.44444444,6.666666667,2.222222222,33.33333333,11.11111111,55.55555556,0,84.44444444,13.33333333,0,2.222222222,40,-22.22222222,84.44444444,CHE
Switzerland,Income,High (Top quintile/20%),2013,112,36.60714286,52.67857143,9.821428571,0.892857143,29.46428571,50.89285714,19.64285714,0,75,19.64285714,5.357142857,0,26.78571429,9.821428571,69.64285714,CHE
Switzerland,Income,Low  (Bottom quintile/20%),2011,86,39.53488372,46.51162791,8.139534884,5.813953488,17.44186047,47.6744186,30.23255814,4.651162791,65.11627907,19.76744186,13.95348837,1.162790698,31.39534884,-12.79069767,51.1627907,CHE
Switzerland,Income,Low  (Bottom quintile/20%),2013,176,42.04545455,48.86363636,6.25,2.840909091,22.15909091,46.59090909,28.40909091,2.840909091,51.70454545,37.5,10.79545455,0,35.79545455,-6.25,40.90909091,CHE
Switzerland,Income,Medium (Third quintile/20%),2011,91,23.07692308,58.24175824,16.48351648,2.197802198,17.58241758,46.15384615,35.16483516,1.098901099,80.21978022,10.98901099,6.593406593,2.197802198,6.593406593,-17.58241758,73.62637363,CHE
Switzerland,Income,Medium (Third quintile/20%),2013,174,35.05747126,58.62068966,5.747126437,0.574712644,24.13793103,48.85057471,24.71264368,2.298850575,72.4137931,24.71264368,2.298850575,0.574712644,29.31034483,-0.574712644,70.11494253,CHE
Switzerland,Income,Medium high (Fourth quintile/20%),2011,58,48.27586207,41.37931034,5.172413793,5.172413793,25.86206897,36.20689655,25.86206897,12.06896552,96.55172414,1.724137931,1.724137931,0,43.10344828,0,94.82758621,CHE
Switzerland,Income,Medium high (Fourth quintile/20%),2013,181,42.54143646,51.93370166,4.419889503,1.104972376,30.38674033,49.72375691,19.88950276,0,80.11049724,18.2320442,1.104972376,0.552486188,38.12154696,10.49723757,79.00552486,CHE
Switzerland,Income,Medium low (Second quintile/20%),2011,133,27.06766917,57.14285714,14.28571429,1.503759398,15.78947368,50.37593985,33.08270677,0.751879699,75.93984962,19.54887218,3.759398496,0.751879699,12.78195489,-17.29323308,72.18045113,CHE
Switzerland,Income,Medium low (Second quintile/20%),2013,256,40.234375,50.78125,7.03125,1.953125,19.921875,49.609375,27.734375,2.734375,66.015625,28.90625,5.078125,0,33.203125,-7.8125,60.9375,CHE
Switzerland,Income,Refused/Don't know/no answer,2011,94,42.55319149,43.61702128,8.510638298,5.319148936,11.70212766,45.74468085,37.23404255,5.319148936,91.4893617,8.510638298,0,0,34.04255319,-25.53191489,91.4893617,CHE
Switzerland,Income,Refused/Don't know/no answer,2013,102,32.35294118,57.84313725,4.901960784,4.901960784,21.56862745,46.07843137,27.45098039,4.901960784,68.62745098,23.52941176,4.901960784,2.941176471,27.45098039,-5.882352941,63.7254902,CHE
Thailand,Income,High (Top quintile/20%),2013,24,33.33333333,33.33333333,29.16666667,4.166666667,33.33333333,16.66666667,37.5,12.5,45.83333333,41.66666667,8.333333333,4.166666667,4.166666667,-4.166666667,37.5,THA
Thailand,Income,High (Top quintile/20%),2016,46,34.7826087,54.34782609,10.86956522,0,19.56521739,47.82608696,32.60869565,0,54.34782609,39.13043478,6.52173913,0,23.91304348,-13.04347826,47.82608696,THA
Thailand,Income,Low  (Bottom quintile/20%),2013,21,19.04761905,38.0952381,38.0952381,4.761904762,23.80952381,28.57142857,42.85714286,4.761904762,61.9047619,14.28571429,19.04761905,4.761904762,-19.04761905,-19.04761905,42.85714286,THA
Thailand,Income,Low  (Bottom quintile/20%),2016,18,50,38.88888889,11.11111111,0,38.88888889,50,5.555555556,5.555555556,44.44444444,50,5.555555556,0,38.88888889,33.33333333,38.88888889,THA
Thailand,Income,Medium (Third quintile/20%),2013,343,22.1574344,36.73469388,36.44314869,4.664723032,15.45189504,36.1516035,42.85714286,5.539358601,45.48104956,39.94169096,11.37026239,3.206997085,-14.28571429,-27.40524781,34.11078717,THA
Thailand,Income,Medium (Third quintile/20%),2016,268,45.89552239,39.17910448,14.92537313,0,29.85074627,48.13432836,21.26865672,0.746268657,67.1641791,27.98507463,4.850746269,0,30.97014925,8.582089552,62.31343284,THA
Thailand,Income,Medium high (Fourth quintile/20%),2013,111,24.32432432,27.92792793,43.24324324,4.504504505,20.72072072,36.03603604,37.83783784,5.405405405,46.84684685,36.03603604,14.41441441,2.702702703,-18.91891892,-17.11711712,32.43243243,THA
Thailand,Income,Medium high (Fourth quintile/20%),2016,98,64.28571429,30.6122449,5.102040816,0,46.93877551,43.87755102,8.163265306,1.020408163,83.67346939,16.32653061,0,0,59.18367347,38.7755102,83.67346939,THA
Thailand,Income,Medium low (Second quintile/20%),2013,90,14.44444444,37.77777778,34.44444444,13.33333333,14.44444444,31.11111111,40,14.44444444,43.33333333,36.66666667,12.22222222,7.777777778,-20,-25.55555556,31.11111111,THA
Thailand,Income,Medium low (Second quintile/20%),2016,162,24.69135802,58.64197531,14.19753086,2.469135802,15.43209877,62.34567901,18.51851852,3.703703704,66.04938272,29.01234568,4.938271605,0,10.49382716,-3.086419753,61.11111111,THA
Thailand,Income,Refused/Don't know/no answer,2013,11,27.27272727,36.36363636,36.36363636,0,9.090909091,36.36363636,36.36363636,18.18181818,36.36363636,54.54545455,9.090909091,0,-9.090909091,-27.27272727,27.27272727,THA
Thailand,Income,Refused/Don't know/no answer,2016,8,37.5,37.5,25,0,0,50,50,0,37.5,37.5,25,0,12.5,-50,12.5,THA
Tunisia,Income,High (Top quintile/20%),2011,32,65.625,12.5,9.375,12.5,37.5,25,31.25,6.25,65.625,15.625,12.5,6.25,56.25,6.25,53.125,TUN
